q_id,contents,category
1983,問。鄕貢卽選擧之良_。而治道汚隆之攸係也。行有九德。實驗虞朝之取人。敎以三物。可見周室之賓興。觀國利用。著於易象。其所以爲光者何也。語郊斂才。揭於戴禮。其所以事擧者何也。刺史守相。兩漢 得專_召之權。九品中正。魏晉 亦司人物之柄。則果皆名實之相副。而不有古今之差異歟。賢良方正。漢 旣經_揀。而又用制策之試。此曷故焉。孝廉秀茂。兩漢 均稱俊乂。a301_521c而必分尙書之曹。其義奚居。察于州郡。升予學校。策于王廷。是固俊彦之搜羅。一謂好德。二謂賢賢。三謂有功。所以善惡之勸黜歟。八損三難。晉尙書僕射劉毅。 誰所建議。而果有明辨之方。十帖九章。唐楊俊 昉於何試。而亦無的證之端歟。甘奇顯用。非由老成。終賈_聲。又在弱冠。則法置限年。有甚所據。管庫擇士。趙文子 非係地閥。鼎俎擧賢。伊尹 且是側陋。則制及姻籍。東漢 得無可論。六學五經之別。倡自何代。生徒俊士之稱。倣用何制。楊_陳_。認出薦察行業之意。而賈至_議。實爲聲病是非之譏歟。州正郡崇之設。無復膏梁寒素之a301_521d隔。中書朝堂之對。有何飮墨奪席之別歟。餞以俎豆。唐 令與計偕。課試者幾條。列於方物。唐劉承慶_ 充以庭旅。_奏者何見。學_州縣。唐 各殊所由之路。高蹈幽隱。列爲科第 唐 之等。則天子自詔。果合求賢之道歟。明法經史。至有童子 唐 之擧。懷牒鄕飮。盡赴考功 唐 之試。則有司 唐 常選。_無名目之詳歟。在學三百日乃聽。宋祁之__有據。試以第一人爲例。易簡之糊名何爲。革文_之浮靡。主試而裁抑者誰也。務實地之明修。擢士而勉勵者誰也。立詞學兼茂之名。何爲定限於人才。有世襲雜進之_。胡乃多端於吏道。勘a301_522a籍小吏。只循資格之有無。操_末技。但媒榮進之階徑。則選擧之法。固已蕩然。而科目之取。不至壞歟。考經觀業。以下明太祖時 策務觀政。實有前代盛制。而禮部之科式新頒。歲貢之科薦倂行。其皆無愧於古制而盡合於時宜歟。設衛棘圍之法。易書封印之制。能盡取擇之本。得無拘泥之端歟。大抵彙茅束帛。自著風驪之象。承筐鼓瑟。特取歌鹿之列。則首賢次能。允合制治之務。通經習法。擧在課進之數。是以在昔盛際。論造士秀士之分。必授其官。書賢者能者之名。以獻于王。曰知仁聖義忠和者。德之至也。曰孝友睦_任恤a301_522b者。行之純也。曰禮樂射御書數者。藝之成也。采其德行。參以道藝。敬之有賓客之禮。擢之有貢擧之法。故士之得是選者。莫不砥礪名檢。進修德業。展其蘊抱則足以__乎皇猷。施以經濟則足以楨_乎王國。非如後世科擧之比。實有明良際會之休者。職由是耳。逮夫東方讀書出身之法。肇於羅代。同知貢擧之職。_自勝國。而洪惟我朝聖神相承。設爲學校。以致崇儒之化。量給學田。以優養賢之禮。通于八路。有鄕薦道薦之_。間以三年。有小科大科之試。防其私而始割封彌。禁其淆而計數收券。監于成憲。燦然有觀。a301_522c則皇皇多士。庶幾姬周之不讓。彬彬文學。遠邁東漢之爲盛。而夫何挽近以來。世道日非。士趨風靡。程式文_。束閣已久。科名進取。躁競成習。取人之道。便作芭籬。_吉之頌。殆同弁_。此豈獨有司不公不明之責歟。惟其試才之_。尙矣無論。_與照訖之法。壞了不行。世家士族之謹拙操躬。凡民俊秀之專業功令者。視_圍如入危地。借述代筆之弊。恬不爲_。受雇應募之類。寔繁_入。甚至列坐通衢。製進私室。三萬人入門。豈盡是赴擧儒生。六千張策券。可知非具_條對。每經一番科試。輒失一番人心。日征月邁。俗習a301_522d漸_。將至於竿頭窮極之_。如是而何以表準八方。厭服多士乎。興言及此。諒非細憂。苟欲痛革浮靡之習。_節古今之制。察言行以觀其德。考經術以觀其業。毋尙虛文。毋拘門地。用陞庠都會之式。遵府擧里選之例。_除_亂之舊謬。復覩彬郁之盛擧。則科目取舍之中。亦豈無依倣鄕貢之道歟。顧今試圍之選。卽古貢擧之義也。猥_主司。雖愧古人之不及。期待賢俊。實有今日之厚望。而諸君子皆是國家之元氣。他時之公卿。必有所平昔含蓄講者。願推博雅之見。其各悉著于篇。,策
1984,魚水堂,銘
1985,言必稱堯舜,賦
1986,文王有聲,賦
1987,擬周群臣賀天作高山,表
1988,集春門,銘
1989,擬周群臣賀如南山之壽,表
1990,稱彼__,賦
1991,爲治當法三代,論
1992,奉觴再拜上萬歲壽,賦
1993,"擬周民人等謝皇建其有極, 斂是五福, 用敷錫厥庶民",表
1994,經學之廢久矣。學莫京於經學。而習之者多如牛毛。專之者少如_角。其弊果何自歟。先儒云。秦人焚經而經存。漢儒箋經而經亡。經學之廢。豈由於箋註歟。九師興而易道隱。三傳作而春秋散。齊魯韓毛起而詩殘。大戴小戴出而禮熄。經學之廢。或由於派分歟。五經六經。九經十三經。何時之增補。可歷言。賈逵石經。子貢詩傳。申培詩說。何人之_作。可歷指歟。匡衡解_而無賴於實用。劉歆通經而反慙於躬行。經學亦有眞僞歟。_夔無書可讀。而能佐虞廷之治。荊公平生說禮。而釀成_寧之禍。經學亦有不足貴者歟。庸學之表章。實自仁宗。而朱子則曰兩程。經序之源流。灼有程訓。而朱子則曰漢儒。其獨得之見。何所取證歟。名物度數。詳於漢而_於宋。天人性命。詳於宋而_於漢。豈古今之專門。各有所主歟。三江碣石。千古之疑案尙在。栢舟子衿。兩書之定論相舛。學者將何適從歟。武成之二三策。言出於亞聖。中庸之末受命。義戾於金_。經皆不足信歟。鵝湖講說。使人涕下。而死不免告子之_。江西頓悟爲世宗儒。而至今被異端之目。經學若是難歟。大抵聖作爲經。賢述爲傳。而學之者。將以爲聖爲賢也。天德王道。自此而立。繼往開來。賴此而施。畔乎此則老也佛也。昧於此則愚也不肖也。彼以博物爲能。詞章爲工者。每下哉固不足道。而雖標高揭己自號以眞儒者。奈何吃吃於章句之同異。字義之_訓。新書之盈箱堆架。苟非兎園夫子熟爛之陳言。則要皆李贄，毛奇齡輩_訶傅鑿之言。於是乎學歸空言。俗喜_詐。問其語。精義入神。而考其實。灑掃應對之蔑如。經學之廢。盖非一朝一夕之故。雖然。通復有時。屈伸有待。道統之不續也。今不特五百年。幸値聖明在上。文敎蔚興。所以潛硏於燕濩之中。_行於施措之際者。煥然是六經之宏謨偉烈。則士生斯世。沾偃艸之化。而卒未窺六經之門者。凡民之不齒。_乎豪傑云乎哉。至於此土。尤有異焉。遠而有箕聖八條之敎。近而有一二鴻儒_迪之功。芒芒墜緖。猶可及尋。而不_自_任以來。__其風俗習尙。則__者。窮老疲精於博士家言。以騈花_葉。爲無上能事。貿貿者。任名之得失。刀錐之利害。陋矣何必索言。由是之故。漁欄蟹舍。寂未聞絃誦之聲。_堂里塾。久不設講討之席。可勝惜哉。今日卽舍菜先聖。配食先賢之日也。靑衿畢集。黃_縱橫。轉移矯革之方。與子諸生講之。此其時宜然。何以則戶皆尊經。人皆知學。不但以口耳而必以方寸。不但以_襲而必以實得。使十室忠信。名物則可繼孔鄭之緖。義理則可接程朱之統歟。願因__之會。得聞一變之策。,策
1995,太學賢士所關,論
1996,"民皆仁壽, 堯舜之福",賦
1997,"擬魯群神賀_爾熾而昌, _爾壽而臧, 保彼東方",表
1998,"邵子曰 : 至哉, 文王之作易也. 此所謂後天之學也. 先天旣劃之後, 易有三易, 而孔子因文王之易而作傳, 則其連山_藏, 無所傳而然歟, 抑後天之易, 獨得其竗而然歟? 後天之理, 因文王始顯, 則文王以前之易, 過未及發於後天之理歟? 先天有圓圖方圖, 而後天只有八卦之圖, 若演以爲方圓之圖, 則亦與先天有所相符歟? 後天以復臨_遯配十二月, 而與圓圖卦氣之運, 不同乾坤六子之象, 與伏羲八卦次序不同, 又何義歟?",策
1999,聖人天地之量,賦
2000,"擬周燕饗賓客等謝食之以禮, 樂之以樂, 將之以實, 求之以誠, 以得其心",表
2001,"詩曰 : 有物有則, 物之有則, 可以指陳其必然之義歟? 物之不齊, 物之情, 則不齊者, 乃其則歟?",策
2002,玉流泉,銘
2003,"周德始於后稷, 長於公劉, 大於大王, 成於文武, 顯於周公",賦
2004,適食其里中人,賦
2005,"詠西_振鷺, 美我客亦有斯容, 押容.",詩
2006,"登于天府, 內史貳之",賦
2007,"此謂使民興賢, 出使長之;使民興能, 入使治之, 押民.",詩
2008,"問: 子曰 “聽訟吾猶人也, 必也使無訟乎”, 堯之世訟獄者之舜, 舜之世訟獄者之禹, 以堯舜之聖, 不能使民無訟, 何歟? 宰我曰 “賢於堯舜”, 或謂此等處之言歟?",疑
2009,朝言不及犬馬,義
2010,"問: 《論語》 夫子稱顔子 “以三月不違仁”, 特以三月爲限, 何歟? 然則三月之後, 必有違仁處耶? 又以不遷怒不貳過, 嘆美其好學, 則此是不違仁以前之工耶? 以後之工耶? 先儒所謂不違仁之氣象, 亦可得而詳言歟?",疑
2011,四營而成易,義
2012,縱馬臥,賦
2013,"視之石, 押石.",詩
2014,以堯舜之心爲心,賦
2015,"彈五絃之琴, 歌南風之詩, 天下治, 押風.",詩
2016,"問: 子曰 “道不同, 不相爲謀”, 此言所趨之相反而不可與爲謀也. 至於“欲居九夷”, 則曰 “何陋之有”, 此言君子所過者何也. 然則九夷之陋, 固可化之而道不同者, 則固不可化歟? 夷夏之道, 本自不同, 則亦不可相與爲謀, 而聖人之欲居之, 抑又何歟?",疑
2017,二之日其同,義
2018,"問: 《中庸》曰 “戒愼乎其所不覩, 恐懼乎其所不聞”, 又曰 “君子愼其獨也”, 戒懼與愼獨之分, 可詳言歟? 或謂戒懼是靜工夫, 愼獨是動工夫, 或謂戒懼統動靜說, 而愼獨爲動, 初省察工夫, 何說爲得歟?",疑
2019,"其大讓如慢, 小讓如僞.",義
2020,君子之性守宮庭,賦
2021,"明堂臨觀萬民, 咸蕩滌邪穢, 斟酌飽滿, 以飾厥性, 押性.",詩
2022,"藏之名山, 副在京師",賦
2023,"上自郊廟朝廷, 而下達於鄕黨閭巷, 其言粹然無不出於正, 押正.",詩
2024,"問: 孟子曰 “所願則學孔子”, 孔孟之道, 宜無不同, 而夫子以尊周爲本, 孟子勸齊梁行王, 何歟? 夫子出疆必載贄, 而孟子之不見諸候, 何歟? 夫子之去齊接浙而行, 孟子三宿而出晝, 何歟? 夫子悅漆雕開之不仕, 而孟子喜樂正子之爲政, 何歟? 孟子願學孔之意, 何在歟?",疑
2025,"動則左史書之, 言則右史書之",義
2026,"問: 《庸》《學》表裏之書, 而《大學》曰 “君子無所不用其極”, 《中庸》言 “君子時中”, 同是君子之道, 而一言極一言中者, 何也? 言極則似過於中, 言中則不及於極, 何所取衷歟?",疑
2027,綿綿爪_,義
2028,東方者春,賦
2029,"孔子太和元氣之流行於四時, 押氣.",詩
2030,天下可使爲一身,賦
2031,"自耕稼陶漁, 以至爲帝, 無非取於人者. 押人.",詩
2032,"問: 《大學》傳七章, 首章說有心者之病, 次章說無心者之病, 有心旣不可無心, 亦不可有心無心之外, 當用何工夫, 可以正心歟?",疑
2033,"問: 孟子曰 “諸候有行文王之政者, 七年之內, 必爲政於天下”, 公孫丑曰 “以文王之德, 百年猶未洽於天下”, 政與德固有遲速同異之別歟? 若曰德遲於政, 則孔子曰 “德之流行, 速於置郵而傳命”, 若曰政異於德, 則又曰 “爲政以德者” 何歟?",疑
2034,以燕樂嘉賓之心,義
2035,"登高能賦, 可以爲大夫.",賦
2036,"當揖讓之時, 必稱詩以諭其志, 押詩.",詩
2037,只要辦一片心一雙眼,賦
2038,"譬如劉項相拒滎陽成皐之間, 押拒.",詩
2039,"問: 《論語》首章曰 “人不知而不_, 不亦君子乎”, 末章曰 “不知命, 無以爲君子也”, 部首末必以君子實者, 何歟? 兩君子同歟? 異歟?",疑
2040,"問: 《大學》曰 “大學之道, 在明明德”, 盖其明德者, 心歟? 性歟? 抑亦合心性而言歟?",疑
2041,"如月之恒, 如日之升, 如南山之壽, 不_不崩, 如松柏之茂, 無不爾或承",義
2042,"此去南昌, 七百餘里.",賦
2043,"會府帥閻公宴僚屬於_王閣, 狎宴.",詩
2044,"與先主策, 終身不易其言.",賦
2045,"古之君子, 其王覇之略, 素定於_畝中. 押素",詩
2046,"問: 《中庸》序曰 “人心生於形氣之私”, 人心旣是生於形氣之私欲, 則雖上智不能無人心, 何歟? 若以人心謂非人欲, 則朱子有曰 “自道心而放出, 便是人心”, 道心之放出, 非人欲而何歟? 抑上智與聖人有間, 而上智則猶未免私欲之生於形氣, 故謂之以不能無人心歟? 若以上智謂有間於聖人, 則夫子何以有上智不移之訓歟?",疑
2047,乃審厥象,義
2048,"問: 夫子罕言性命, 而子思言天命之謂性. 子思言性未嘗及於善惡, 而孟子始言性善, 而未嘗及於氣質本然, 而程子·張子始言之. 前聖後聖, 有言有不言, 其義可得聞歟?",疑
2049,其皆入室,義
2050,但觀瑜破之,賦
2051,"此間有伏龍鳳雛, 押有.",詩
2052,"八音, 獨言石.",賦
2053,"命太師陳詩, 以觀民風, 押風.",詩
2054,"問: 孟子曰 “其爲氣也, 配義與道”, 又曰 “是集義所生者”, 由前觀之, 則氣以配義, 由後觀之, 則義以生氣.",疑
2055,鴻漸于逵,義
2056,"問: 《中庸》曰 “不動而敬, 不言而信”, 不動則於何見其敬, 不言則於何知其信歟?",疑
2057,"何以射, 何以聽?",義
2058,"乃史外傳, 心之要典.",賦
2059,"其功配於抑洪水, 膺戎狄, 放龍蛇, 驅虎豹, 押功.",詩
2060,至見其圖,賦
2061,"秦時爲刀筆吏, 未有奇節, 押奇.",詩
2062,"問: 孟子曰 “始條理者, 智之事也, 終條理者, 聖之事也”, 又曰 “智譬則巧也, 聖譬則力也, 猶射於百步之外, 其至爾力也, 其中非爾力也”, 由前而觀之, 則聖在智之後;由後而觀之, 則智在聖之後, 智聖先後之分, 若有不同, 何歟?",疑
2063,隆禮由禮,義
2064,"問: 《論語》曰 “夫子之道, 忠恕而已矣”, 《中庸》曰 “忠恕違道不遠”, 《論語》以夫子之道爲忠恕, 則忠恕與道合而爲一, 《中庸》以忠恕爲違道不遠, 則忠恕與道分而爲二, 同一忠恕, 而兩言不同, 何歟? 忠恕二字, 亦有體用天人之可言歟?",疑
2065,聖人求天於己.,賦
2066,"出於東方君子之國, 見則天下安寧. 押東.",詩
2067,"天馬駿足, 步聚不凡.",賦
2068,有儒將之風. 押風.,詩
2069,"問: 大學傳四章: ""子曰: 聽訟, 吾猶人也, 必也使無訟乎?"" 以訟言之, 則何者爲本, 何者爲末歟? 將釋本末, 而必引聽訟之訓者, 何歟? 願聞其說.",疑
2070,"不顯亦臨, 無射亦保.",義
2071,"問: 中庸曰: ""天下之達道五, 所以行之者三, 天下之達德三, 所以行之者一也."" 五者之道, 必以三者而行之, 三者之德, 必以一者而行之者, 何歟? 所謂三者, 在五者之外, 而所謂一者, 在三者之外歟?",疑
2072,__王多吉士.,義
2073,_爾舍瑟而作.,賦
2074,"莫春者, 春服旣成. 押春.",詩
2075,"惟仲淹弼, 一夔一卨.",賦
2076,左持引右執杖而中處. 押處.,詩
2077,"問: 孟子曰: ""伯夷, 聖之淸者也, 伊尹, 聖之任者也, 柳下惠, 聖之和者也, 孔子, 聖之時者也."" 同一聖也, 而或曰淸, 或曰任, 或曰和, 或曰時, 何歟? 孔子, 集大成無所不該, 三子之德, 止於一偏, 則淸任和之比竝於時者, 何歟? 聖有通明之聖, 有大而化之之聖, 四聖字, 亦有同異之可言歟?",疑
2078,分命羲仲.,義
2079,"問: 中庸曰: ""誠者天之道也, 誠之者人之道也."" 誠者一也, 天人亦一理, 何以分天道人道而言歟? 自誠明, 爲之天道, 自明誠, 爲之人道, , 人道固宜自明而誠, 天道何待誠而後明歟?",疑
2080,古之人與古之人也.,義
2081,民皆仁壽堯舜之福.,賦
2082,"斯干無羊詩, 願乎上者, 子孫昌盛, 願乎下者, 歲熟民滋. 押願.",詩
2083,"就之如日, 望之如雲.",賦
2084,"請祝聖人, 使聖人壽富多男子. 押祝.",詩
2085,"問: 中庸曰: ""喜怒哀樂之未發, 謂之中, 發而皆中節, 謂之和."" 心之動靜, 如天地有陰陽, 則已發未發, 與生陰生陽, 同歟異歟? 朱子之訓, 不同於延平之說者, 何歟?",疑
